"","recipe","Source","Page","Type","Cuisine","diet","Ingredients","makeability","Needed"
"93","dark universal stock","Appetites",261,"prep","western","Non-vegetarian","<span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>chicken bones</span>, <span style='color: #458B00;'>tomato paste</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: orange;'>thyme</span>, <span style='color: #458B00;'>bay leaf</span>, <span style='color: #458B00;'>black peppercorns</span>",5,2
"94","blue cheese vinaigrette","Appetites",273,"dressing","western","Vegetarian","<span style='color: #CD2626;'>blue cheese</span>, <span style='color: #458B00;'>mayonnaise</span>, <span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>red wine vinegar</span>, <span style='color: #458B00;'>lemon</span>",5,1
"95","buttermilk biscuits","Appetites",254,"ingredient","western","Vegetarian","<span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #458B00;'>baking soda</span>, <span style='color: #458B00;'>baking powder</span>, <span style='color: #458B00;'>buttermilk</span>",1,0
"96","succotash","Appetites",253,"side","western","Non-vegetarian","<span style='color: #CD2626;'>tomato</span> or <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #CD2626;'>red bell pepper</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>lima beans</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>oregano</span>, <span style='color: orange;'>thyme</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #458B00;'>corn</span>",5,4
"97","korean style radish pickles","Appetites",251,"side","asian","Vegan","<span style='color: #458B00;'>white vinegar</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #CD2626;'>daikon</span>",5,1
"98","fried polenta crescents","Appetites",248,"side","western","Non-vegetarian","<span style='color: #458B00;'>corn grits</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>olive oil</span>",1,0
"99","roasted baby beets with red onion and oranges","Appetites",247,"side","western","Vegan","<span style='color: #CD2626;'>mint</span> or <span style='color: #CD2626;'>beets</span>, <span style='color: #458B00;'>canola oil</span>, <span style='color: orange;'>red onion</span>, <span style='color: #458B00;'>orange</span>, <span style='color: #458B00;'>apple cider vinegar</span>",5,3
"100","roasted cauliflower with sesame","Appetites",241,"side","western","Vegan","<span style='color: #CD2626;'>cauliflower</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>coriander</span>, <span style='color: #458B00;'>dried oregano</span>, <span style='color: #458B00;'>tahini</span>, <span style='color: #458B00;'>white miso</span>, <span style='color: #458B00;'>red wine vinegar</span>, <span style='color: #458B00;'>sesame seeds</span>",5,1
"101","ratatouille","Appetites",236,"side","western","Vegan","<span style='color: #458B00;'>olive oil</span>, <span style='color: orange;'>red onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>tomato paste</span>, <span style='color: orange;'>thyme</span>, <span style='color: #CD2626;'>zucchini</span>, <span style='color: #CD2626;'>summer squash</span>, <span style='color: #CD2626;'>red bell pepper</span>, <span style='color: #CD2626;'>eggplant</span>, <span style='color: #458B00;'>balsamic vinegar</span>, <span style='color: #458B00;'>basil</span>",5,6
"102","new mexico style beef chili","Appetites",230,"stew","western","Non-vegetarian","<span style='color: #CD2626;'>jalapeno</span> or <span style='color: #458B00;'>tortilla chips</span> or <span style='color: #458B00;'>tomato paste</span> or <span style='color: #458B00;'>harissa</span>, <span style='color: #CD2626;'>poblano pepper</span>, <span style='color: #CD2626;'>new mexico chile</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #CD2626;'>chuck roast</span>, <span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>coriander</span>, <span style='color: #458B00;'>mexican oregano</span>, <span style='color: #458B00;'>lager</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #458B00;'>sour cream</span>",5,4
"103","Meat loaf with mushroom gravy","Appetites",220,"main","western","Non-vegetarian","<span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: #CD2626;'>marjoram</span>, <span style='color: orange;'>thyme</span>, <span style='color: orange;'>ground beef</span>, <span style='color: #CD2626;'>ground veal</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>panko</span>, <span style='color: #458B00;'>tomato paste</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>cremini mushrooms</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #CD2626;'>heavy cream</span>",5,7
"104","sausage gravy and biscuits","Appetites",215,"breakfast","western","Non-vegetarian","<span style='color: #CDAD00;'>Frank's hot sauce</span> or <span style='color: #CD2626;'>buttermilk biscuits</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>heavy cream</span>, <span style='color: #458B00;'>whole milk</span>, <span style='color: #CD2626;'>breakfast sausage</span>",5,4
"105","brussels sprouts with bacon","Appetites",201,"side","western","Non-vegetarian","<span style='color: #458B00;'>bacon</span>, <span style='color: #CD2626;'>brussels sprouts</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>lemon</span>",5,1
"106","cast iron grilled chicken","Appetites",167,"main","western","Non-vegetarian","<span style='color: #CDAD00;'>Frank's hot sauce</span> or <span style='color: #458B00;'>greek yogurt</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>cardamon</span>, <span style='color: #458B00;'>dried oregano</span>, <span style='color: #458B00;'>chicken thigh</span>, <span style='color: #458B00;'>canola oil</span>",1,0
"107","savory pastry dough","Appetites",163,"ingredient","western","Vegetarian","<span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>butter</span>",1,0
"108","Chicken Pot Pie Bourdain","Appetites",160,"meal","western","Non-vegetarian","<span style='color: #CD2626;'>pearl onions</span> or <span style='color: #CD2626;'>bone in chicken thigh</span> or <span style='color: #458B00;'>chicken thigh</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>russet potato</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: orange;'>thyme</span>, <span style='color: #CD2626;'>sage</span>, <span style='color: #CD2626;'>celery salt</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>whole milk</span>, <span style='color: #458B00;'>frozen peas</span>, <span style='color: #CD2626;'>savory pastry dough</span>, <span style='color: #458B00;'>egg</span>",5,7
"109","fresh pasta dough","Appetites",143,"ingredient","western","Vegetarian","<span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>olive oil</span>",1,0
"110","chicken satay with fake ass spicy peanut sauce","Appetites",109,"main","asian","Non-vegetarian","<span style='color: #CD2626;'>lemongrass</span> or <span style='color: #458B00;'>lemon</span> or <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>fish sauce</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>brown sugar</span>, <span style='color: #458B00;'>coriander</span>, <span style='color: #458B00;'>turmeric</span>, <span style='color: #458B00;'>chicken breast</span>, <span style='color: #458B00;'>chunky peanut butter</span>, <span style='color: #458B00;'>coconut milk</span>, <span style='color: #458B00;'>sriracha</span>",1,0
"111","meatball parm hero","Appetites",71,"main","western","Non-vegetarian","<span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>oregano</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: orange;'>ground beef</span>, <span style='color: #CD2626;'>ground veal</span>, <span style='color: #CD2626;'>ground pork</span>, <span style='color: #458B00;'>panko</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #CD2626;'>white wine</span>, <span style='color: #1C86EE;'>red pasta sauce</span>, <span style='color: #CD2626;'>hoagie rolls</span>, <span style='color: #CD2626;'>mozzerella</span>, <span style='color: #458B00;'>parmesan</span>",5,8
"112","sausage and pepper hero","Appetites",69,"main","western","Non-vegetarian","<span style='color: #CD2626;'>sweet italian sausage</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #CD2626;'>hoagie rolls</span>, <span style='color: #CD2626;'>bell pepper</span>",5,3
"113","white gazpacho","Appetites",63,"soup","western","Vegan","<span style='color: #458B00;'>grapes</span> or <span style='color: #458B00;'>capers</span> or <span style='color: orange;'>crusty bread</span>, <span style='color: #458B00;'>almonds</span>, <span style='color: #458B00;'>garam masala</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>sherry vinegar</span>",3,1
"114","shrimp bisque","Appetites",60,"soup","western","Non-vegetarian","<span style='color: orange;'>shellfish stock</span> or <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>shrimp</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>tomato paste</span>, <span style='color: #458B00;'>sherry</span>, <span style='color: #458B00;'>fish sauce</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #CD2626;'>heavy cream</span>, <span style='color: #458B00;'>lemon</span>",5,2
"115","Kuching style laksa","Appetites",55,"soup","asian","Non-vegetarian","<span style='color: #458B00;'>chicken breast</span> or <span style='color: #CD2626;'>bone in chicken breast</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>laksa paste</span>, <span style='color: #458B00;'>shrimp</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>rice vermicelli</span>, <span style='color: #458B00;'>coconut milk</span>, <span style='color: #CD2626;'>bean sprouts</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #458B00;'>lime</span>",5,1
"116","AB black bean soup","Appetites",47,"soup","latin","Non-vegetarian","<span style='color: #458B00;'>cilantro</span> or <span style='color: #458B00;'>lime</span> or <span style='color: #458B00;'>scallions</span> or <span style='color: #458B00;'>sour cream</span> or <span style='color: #458B00;'>tortillas</span> or <span style='color: #CD2626;'>lard</span> or <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>black beans</span>, <span style='color: #CD2626;'>spanish chorizo</span>, <span style='color: #458B00;'>red wine</span>, <span style='color: orange;'>red onion</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: #CD2626;'>red bell pepper</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>dried oregano</span>, <span style='color: #458B00;'>smoked paprika</span>, <span style='color: #458B00;'>red wine vinegar</span>, <span style='color: #458B00;'>chicken stock</span>",5,5
"117","Portugese Kale Soup","Appetites",44,"soup","mediterranean","Non-vegetarian","<span style='color: #CD2626;'>ham hock</span> or <span style='color: #CD2626;'>kidney beans</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #CD2626;'>linguica</span>, <span style='color: #458B00;'>kale</span>, <span style='color: #CD2626;'>yukon gold potato</span>, <span style='color: #458B00;'>sherry vinegar</span>, <span style='color: #458B00;'>red pepper flakes</span>",5,4
"118","halal cart chicken and rice","Anylist",NA,"meal","middle eastern","Non-vegetarian","<span style='color: #458B00;'>chicken thigh</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>oregano</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>coriander</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>white rice</span>, <span style='color: #CD2626;'>shredded lettuce</span>, <span style='color: #458B00;'>harissa</span>, <span style='color: #458B00;'>greek yogurt</span>, <span style='color: #458B00;'>mayonnaise</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #458B00;'>white vinegar</span>",5,2
"119","punjabi black lentils","Anylist",NA,"meal","indian","Vegetarian","<span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>cumin seed</span>, <span style='color: #458B00;'>coriander</span>, <span style='color: #458B00;'>turmeric</span>, <span style='color: #458B00;'>garam masala</span>, <span style='color: #458B00;'>chili powder</span>, <span style='color: #458B00;'>tomato sauce</span>, <span style='color: #458B00;'>black lentils</span>, <span style='color: #CD2626;'>heavy cream</span>, <span style='color: #458B00;'>cilantro</span>",5,1
"120","cuban picadillo","Anylist",NA,"meal","latin","Non-vegetarian","<span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #CD2626;'>red bell pepper</span>, <span style='color: #458B00;'>tomato paste</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>dried oregano</span>, <span style='color: #458B00;'>bay leaf</span>, <span style='color: #CD2626;'>white wine</span>, <span style='color: orange;'>ground beef</span>, <span style='color: #458B00;'>diced tomatoes</span>, <span style='color: #CD2626;'>yukon gold potato</span>, <span style='color: #458B00;'>worcestershire sauce</span>, <span style='color: #458B00;'>raisins</span>, <span style='color: #CD2626;'>pimento olives</span>, <span style='color: #458B00;'>capers</span>",5,5
"121","black bean burger","Anylist",NA,"prep","western","Vegetarian","<span style='color: #458B00;'>black beans</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #CD2626;'>poblano pepper</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>chipotle</span>, <span style='color: #458B00;'>cashews</span>, <span style='color: #CD2626;'>feta</span> or <span style='color: #458B00;'>cotija</span>, <span style='color: #458B00;'>mayonnaise</span>, <span style='color: #458B00;'>panko</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>garlic</span>",5,2
"122","butternut squash and farro bowls","Anylist",NA,"meal","western","Vegetarian","<span style='color: orange;'>farro</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #CD2626;'>butternut squash</span>, <span style='color: #1C86EE;'>pickled onion</span>, <span style='color: #458B00;'>pepitas</span>, <span style='color: #CD2626;'>feta</span>, <span style='color: #458B00;'>pomegranate</span>",5,4
"123","paella with shrip and fava beans","Anylist",NA,"meal","mediterranean","Non-vegetarian","<span style='color: #458B00;'>shrimp</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>bay leaf</span>, <span style='color: orange;'>thyme</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>smoked paprika</span>, <span style='color: #CD2626;'>spanish chorizo</span>, <span style='color: #458B00;'>white rice</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #CD2626;'>fava beans</span> or <span style='color: #458B00;'>lima beans</span>",5,3
"124","pressure cooker corn risotto","Anylist",NA,"main","western","Non-vegetarian","<span style='color: #458B00;'>arborio rice</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>corn</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>white wine</span>, <span style='color: #458B00;'>bay leaf</span>, <span style='color: orange;'>thyme</span>, <span style='color: #CD2626;'>heavy cream</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>turmeric</span>",5,3
"125","crispy baked pasta with mushrooms, sausage and parmesan cream sauce","Anylist",NA,"meal","western","Non-vegetarian","<span style='color: #458B00;'>panko</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #CD2626;'>chives</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>chicken apple sausage</span> or <span style='color: #CD2626;'>sweet italian sausage</span> or <span style='color: #CD2626;'>mushrooms</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #CD2626;'>heavy cream</span>, <span style='color: #458B00;'>pasta</span>",5,5
"126","kenji's meatloaf","Anylist",NA,"main","western","Non-vegetarian","<span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>gelatin</span>, <span style='color: #458B00;'>sandwich bread</span>, <span style='color: #CD2626;'>mushrooms</span>, <span style='color: #458B00;'>anchovies</span>, <span style='color: #458B00;'>marmite</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>paprika</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>cheddar</span> or <span style='color: #CD2626;'>provolone</span> or <span style='color: #CD2626;'>jack cheese</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #458B00;'>ketchup</span>, <span style='color: #458B00;'>brown sugar</span>, <span style='color: #458B00;'>apple cider vinegar</span>, <span style='color: orange;'>ground beef</span>, <span style='color: #CD2626;'>ground pork</span>, <span style='color: #458B00;'>egg</span>",5,5
"127","extra flaky scallion pancakes","Anylist",NA,"main","asian","Vegan","<span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>rice wine vinegar</span> or <span style='color: #458B00;'>xiaoxing wine</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #458B00;'>vegetable oil</span>",1,0
"128","peanut noodles with shrimp","Anylist",NA,"meal","asian","Non-vegetarian","<span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>peanut butter</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #458B00;'>fish sauce</span>, <span style='color: #458B00;'>rice noodles</span>, <span style='color: #CDAD00;'>peanut oil</span> or <span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>shrimp</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>jalapeno</span> or <span style='color: #458B00;'>cilantro</span>",1,0
"129","teriyaki salmon bowls","Anylist",NA,"meal","asian","Non-vegetarian","<span style='color: #CD2626;'>salmon</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>rice</span>, <span style='color: #CD2626;'>avocado</span>, <span style='color: #458B00;'>cucumber</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>teriyaki sauce</span>, <span style='color: #458B00;'>sesame seeds</span>",5,2
"130","beef with broccoli","Anylist",NA,"meal","asian","Non-vegetarian","<span style='color: #458B00;'>flank steak</span> or <span style='color: #CD2626;'>skirt steak</span> or <span style='color: #CD2626;'>hanger steak</span> or <span style='color: #CD2626;'>flap meat</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>xiaoxing wine</span>, <span style='color: #458B00;'>cornstarch</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>oyster sauce</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #CD2626;'>broccoli</span>, <span style='color: #458B00;'>rice</span>",5,1
"131","refried beans","Anylist",NA,"side","latin","Non-vegetarian","<span style='color: #458B00;'>pinto beans</span> or <span style='color: #458B00;'>black beans</span>, <span style='color: #CD2626;'>epazote</span> or <span style='color: #458B00;'>oregano</span>, <span style='color: #458B00;'>white onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>lard</span> or <span style='color: #458B00;'>bacon fat</span> or <span style='color: #458B00;'>vegetable oil</span> or <span style='color: #458B00;'>butter</span>",1,0
"132","crusty baked cauliflower and farro","Anylist",NA,"main","western","Non-vegetarian","<span style='color: orange;'>farro</span>, <span style='color: #458B00;'>chicken stock</span> or <span style='color: #458B00;'>olive oil</span>, <span style='color: #CD2626;'>cauliflower</span>, <span style='color: #CD2626;'>sage</span> or <span style='color: #458B00;'>capers</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #CD2626;'>fontina</span>, <span style='color: #458B00;'>panko</span>, <span style='color: #CD2626;'>ricotta</span> or <span style='color: #CD2626;'>cottage cheese</span> or <span style='color: #CD2626;'>parsley</span> or parmesan",5,6
"133","lentil and chickpea salad with feta and tahini","Anylist",NA,"main","mediterranean","Vegetarian","<span style='color: #458B00;'>lentils</span> or <span style='color: #458B00;'>black lentils</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>sage</span> or <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>coriander</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>tahini</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>canned chickpeas</span>, <span style='color: #458B00;'>preserved lemon</span> or <span style='color: orange;'>red onion</span> or <span style='color: #1C86EE;'>pickled onion</span>, <span style='color: #CD2626;'>feta</span>, <span style='color: #458B00;'>sesame seeds</span>",5,3
"134","ground lamb pulao","Anylist",NA,"meal","indian","Non-vegetarian","<span style='color: #458B00;'>basmati rice</span>, <span style='color: #CD2626;'>ground lamb</span> or <span style='color: orange;'>ground beef</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>chile powder</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>turmeric</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #CD2626;'>mint</span>",5,2
"135","broccoli cheese soup","Anylist",NA,"soup","western","Non-vegetarian","<span style='color: #CD2626;'>broccoli</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>milk</span>, <span style='color: #458B00;'>russet potato</span>, <span style='color: #458B00;'>cheddar</span>, <span style='color: #458B00;'>american cheese</span>, <span style='color: #458B00;'>mustard powder</span>",5,1
"136","parmesan broth","Anylist",NA,"prep","western","Vegetarian","<span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: orange;'>thyme</span>, <span style='color: #458B00;'>black pepper</span>, <span style='color: #458B00;'>bay leaf</span>, <span style='color: #458B00;'>parmesan rind</span>",5,2
"137","mushroom farro soup with parmesan broth","Anylist",NA,"soup","western","Non-vegetarian","<span style='color: orange;'>farro</span>, <span style='color: #CD2626;'>dried mushrooms</span> or <span style='color: #CD2626;'>dried porcini mushrooms</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>parmesan broth</span>, <span style='color: #CD2626;'>white wine</span>, <span style='color: orange;'>thyme</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #CD2626;'>mushrooms</span>, <span style='color: #458B00;'>sherry vinegar</span>",5,6
"138","cauliflower wedge","every day",42,"side","western","Vegetarian","<span style='color: #CD2626;'>cauliflower</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>white vinegar</span>, <span style='color: orange;'>currants</span> or <span style='color: #458B00;'>capers</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #CD2626;'>parsley</span>",5,3
"139","mango apple ceviche","every day",45,"side","latin","Vegan","<span style='color: #458B00;'>mango</span>, <span style='color: orange;'>red onion</span>, <span style='color: #CD2626;'>serrano pepper</span> or <span style='color: #CD2626;'>jalapeno</span> or <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #CD2626;'>green apple</span>, <span style='color: #458B00;'>cilantro</span> or <span style='color: #CD2626;'>parsley</span>, <span style='color: #458B00;'>sunflower seeds</span>",5,3
"140","winter slaw with farro","every day",48,"side","western","Vegetarian","<span style='color: #CD2626;'>dried apricots</span>, <span style='color: #458B00;'>white vinegar</span>, <span style='color: #CD2626;'>green cabbage</span>, <span style='color: orange;'>farro</span>, <span style='color: #458B00;'>almonds</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>olive oil</span>",5,3
"141","smashed cucumber salad, peanuts and peas","every day",50,"side","asian","Vegan","<span style='color: #458B00;'>cucumber</span>, <span style='color: #458B00;'>sake</span>, <span style='color: #458B00;'>rice vinegar</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>peanuts</span>, <span style='color: #CD2626;'>wasabi peas</span> or <span style='color: #CD2626;'>sriracha peas</span>",5,1
"142","sushi takeout cobb","every day",53,"salad","asian","Vegan","<span style='color: #458B00;'>carrot</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>rice vinegar</span>, <span style='color: #458B00;'>miso</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>canola oil</span>, <span style='color: #CD2626;'>avocado</span>, <span style='color: #CD2626;'>napa cabbage</span> or <span style='color: #CD2626;'>cabbage</span>, <span style='color: #458B00;'>edamame</span>, <span style='color: #458B00;'>tofu</span> or <span style='color: #CDAD00;'>silken tofu</span>, <span style='color: #458B00;'>cucumber</span>, <span style='color: #CD2626;'>daikon</span> or <span style='color: #CD2626;'>chives</span>",5,4
"143","charred corn succotash with lime and crispy shallots","every day",59,"side","western","Vegan","<span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>dark brown sugar</span>, <span style='color: #458B00;'>fish sauce</span>, <span style='color: #CD2626;'>green beans</span>, <span style='color: #458B00;'>corn</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>thai chili</span> or <span style='color: #CD2626;'>jalapeno</span> or <span style='color: #CD2626;'>thai basil</span> or <span style='color: #458B00;'>basil</span>",5,3
"144","carrot salad with tahini, chickpeas and pistachios","every day",68,"side","mediterranean","Vegan","<span style='color: #458B00;'>canned chickpeas</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>tahini</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #458B00;'>pistachios</span>",5,1
